target_id	target_type	target_name	target_organism_tax_id	target_organism	uniprot_id
NPT1472	Individual Protein	Solute carrier family 22 member 11	9606	Homo sapiens	Q9NSA0
NPT1474	Individual Protein	ATP-dependent Clp protease proteolytic subunit	224308	Bacillus subtilis (strain 168)	P80244
NPT1478	Individual Protein	Vascular endothelial growth factor receptor 2	9606	Homo sapiens	P35968
NPT1479	Individual Protein	Stem cell growth factor receptor	9606	Homo sapiens	P10721
NPT1480	Individual Protein	Fibroblast growth factor receptor 1	9606	Homo sapiens	P11362
NPT1481	Individual Protein	Fibroblast growth factor receptor 2	9606	Homo sapiens	P21802
NPT1482	Individual Protein	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5664	Leishmania major	Q4Q090
NPT1485	Individual Protein	Collagenase	837	Porphyromonas gingivalis	P33437
NPT1486	Individual Protein	Probable global transcription activator SNF2L2	9606	Homo sapiens	P51531
NPT1487	Individual Protein	Monoamine oxidase B	10116	Rattus norvegicus	P19643
NPT1488	Individual Protein	Monoamine oxidase A	10116	Rattus norvegicus	P21396
NPT1489	Individual Protein	Glyceraldehyde-3-phosphate dehydrogenase, glycosomal	5693	Trypanosoma cruzi	P22513
NPT149	Individual Protein	Endoplasmic reticulum-associated amyloid beta-peptide-binding protein	9606	Homo sapiens	Q99714
NPT1491	Individual Protein	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-1	10116	Rattus norvegicus	P10686
NPT1495	Individual Protein	Geranylgeranyl pyrophosphate synthetase	9606	Homo sapiens	O95749
NPT1497	Individual Protein	Dual specificity protein phosphatase 1	10090	Mus musculus	P28563
NPT1498	Individual Protein	Dual specificity protein phosphatase 6	10116	Rattus norvegicus	Q64346
NPT150	Individual Protein	Anthrax lethal factor	1392	Bacillus anthracis	P15917
NPT151	Individual Protein	15-hydroxyprostaglandin dehydrogenase [NAD+]	9606	Homo sapiens	P15428
NPT1510	Individual Protein	Alpha-ketoglutarate-dependent dioxygenase FTO	9606	Homo sapiens	Q9C0B1
NPT1512	Individual Protein	Cell division protein kinase 5	10116	Rattus norvegicus	Q03114
NPT1517	Individual Protein	Glycine transporter 1	9606	Homo sapiens	P48067
NPT1518	Individual Protein	Excitatory amino acid transporter 3	9606	Homo sapiens	P43005
NPT1519	Individual Protein	Excitatory amino acid transporter 2	9606	Homo sapiens	P43004
NPT152	Individual Protein	Nuclear factor erythroid 2-related factor 2	9606	Homo sapiens	Q16236
NPT1520	Individual Protein	Excitatory amino acid transporter 1	9606	Homo sapiens	P43003
NPT1528	Individual Protein	Phenylethanolamine N-methyltransferase	9913	Bos taurus	P10938
NPT1529	Individual Protein	Phenylethanolamine N-methyltransferase	9606	Homo sapiens	P11086
NPT153	Individual Protein	Androgen Receptor	9606	Homo sapiens	P10275
NPT1534	Individual Protein	Transient receptor potential cation channel subfamily A member 1	10116	Rattus norvegicus	Q6RI86
NPT1536	Individual Protein	Phosphodiesterase 5A	10116	Rattus norvegicus	O54735
NPT154	Individual Protein	Mothers against decapentaplegic homolog 3	9606	Homo sapiens	P84022
NPT1540	Individual Protein	Solute carrier family 22 member 2	9606	Homo sapiens	O15244
NPT1542	Individual Protein	Solute carrier family 22 member 3	10116	Rattus norvegicus	O88446
NPT1543	Individual Protein	Solute carrier family 22 member 4	9606	Homo sapiens	Q9H015
NPT1544	Individual Protein	Solute carrier family 22 member 2	10116	Rattus norvegicus	Q9R0W2
NPT1545	Individual Protein	Solute carrier family 22 member 5	10116	Rattus norvegicus	O70594
NPT1546	Individual Protein	Solute carrier family 22 member 3	9606	Homo sapiens	O75751
NPT1547	Individual Protein	Cathepsin D	9606	Homo sapiens	P07339
NPT155	Individual Protein	Aryl hydrocarbon receptor	9606	Homo sapiens	P35869
NPT1551	Individual Protein	Sorbitol dehydrogenase	9606	Homo sapiens	Q00796
NPT1552	Individual Protein	Glutathione reductase	559292	Saccharomyces cerevisiae S288c	P41921
NPT1553	Individual Protein	Aminopeptidase N	9823	Sus scrofa	P15145
NPT1554	Individual Protein	Neprilysin	10116	Rattus norvegicus	P07861
NPT1556	Individual Protein	Epidermal growth factor receptor erbB1	10090	Mus musculus	Q01279
NPT1557	Individual Protein	Glutathione reductase	9606	Homo sapiens	P00390
NPT1558	Individual Protein	Aflatoxin B1 aldehyde reductase	10116	Rattus norvegicus	P38918
NPT156	Individual Protein	Sphingomyelin phosphodiesterase	9606	Homo sapiens	P17405
NPT1563	Individual Protein	Phosphodiesterase 2A	10116	Rattus norvegicus	Q01062
NPT1564	Individual Protein	Malate dehydrogenase	274	Thermus thermophilus	P10584
NPT1565	Individual Protein	Aldose reductase	9986	Oryctolagus cuniculus	P15122
NPT1566	Individual Protein	Glyoxalase I	9606	Homo sapiens	Q04760
NPT1568	Individual Protein	Trypsin I	9913	Bos taurus	P00760
NPT1569	Individual Protein	Chymotrypsin C	9606	Homo sapiens	Q99895
NPT157	Individual Protein	Breast cancer type 1 susceptibility protein	9606	Homo sapiens	P38398
NPT1571	Individual Protein	Cyclin-dependent kinase 6	9606	Homo sapiens	Q00534
NPT1573	Individual Protein	Enoyl-[acyl-carrier-protein] reductase	83333	Escherichia coli K-12	P0AEK4
NPT1575	Individual Protein	PI3-kinase p85-alpha subunit	9606	Homo sapiens	P27986
NPT1576	Individual Protein	Aldo-keto reductase family 1 member C21	10090	Mus musculus	Q91WR5
NPT1578	Individual Protein	Aldose reductase	9823	Sus scrofa	P80276
NPT158	Individual Protein	Nuclear receptor subfamily 1 group I member 2	10116	Rattus norvegicus	Q9R1A7
NPT1580	Individual Protein	Salivary alpha-amylase	9606	Homo sapiens	P04745
NPT1581	Individual Protein	Carbonyl reductase [NADPH] 1	9606	Homo sapiens	P16152
NPT1583	Individual Protein	Heat shock factor protein 1	9606	Homo sapiens	Q00613
NPT1584	Individual Protein	Cytosol aminopeptidase	9823	Sus scrofa	P28839
NPT1587	Individual Protein	Estradiol 17-beta-dehydrogenase 1	9606	Homo sapiens	P14061
NPT1588	Individual Protein	Estradiol 17-beta-dehydrogenase 2	9606	Homo sapiens	P37059
NPT1589	Individual Protein	Aldehyde reductase	9823	Sus scrofa	P50578
NPT159	Individual Protein	Aberrant vpr protein	11676	Human immunodeficiency virus 1	Q77YF9
NPT1591	Individual Protein	Prolyl endopeptidase	9606	Homo sapiens	P48147
NPT1592	Individual Protein	Dipeptidyl peptidase IV	9606	Homo sapiens	P27487
NPT1594	Individual Protein	Multidrug resistance-associated protein 1	9606	Homo sapiens	P33527
NPT1595	Individual Protein	Replicase polyprotein 1ab	227859	SARS coronavirus	P0C6X7
NPT1598	Individual Protein	Casein kinase II alpha	9606	Homo sapiens	P68400
NPT1599	Individual Protein	Hypoxia-inducible factor 1-alpha inhibitor	9606	Homo sapiens	Q9NWT6
NPT160	Individual Protein	TAR DNA-binding protein 43	9606	Homo sapiens	Q13148
NPT1600	Individual Protein	Beta-glucuronidase	9606	Homo sapiens	P08236
NPT1601	Individual Protein	5'-nucleotidase	10116	Rattus norvegicus	P21588
NPT1602	Individual Protein	Neuraminidase	211044	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	P03468
NPT1603	Individual Protein	Cytochrome P450 1A1	9606	Homo sapiens	P04798
NPT1604	Individual Protein	Cytochrome P450 1B1	9606	Homo sapiens	Q16678
NPT1606	Individual Protein	NADPH oxidase 4	9606	Homo sapiens	Q9NPH5
NPT1607	Individual Protein	PI3-kinase p110-alpha subunit	9913	Bos taurus	P32871
NPT1608	Individual Protein	Serine/threonine-protein kinase Chk1	9606	Homo sapiens	O14757
NPT161	Individual Protein	Rap guanine nucleotide exchange factor 4	9606	Homo sapiens	Q8WZA2
NPT1610	Individual Protein	Rho-associated protein kinase 2	10116	Rattus norvegicus	Q62868
NPT1611	Individual Protein	Ribosomal protein S6 kinase 1	9606	Homo sapiens	P23443
NPT1612	Individual Protein	MAP kinase-activated protein kinase 5	9606	Homo sapiens	Q8IW41
NPT1613	Individual Protein	Ribosomal protein S6 kinase alpha 5	9606	Homo sapiens	O75582
NPT1614	Individual Protein	MAP kinase p38 delta	9606	Homo sapiens	O15264
NPT1615	Individual Protein	MAP kinase p38 gamma	9606	Homo sapiens	P53778
NPT1616	Individual Protein	MAP kinase p38 beta	9606	Homo sapiens	Q15759
NPT1618	Individual Protein	Peroxisome proliferator-activated receptor gamma	10090	Mus musculus	P37238
NPT1619	Individual Protein	Galactokinase	9606	Homo sapiens	P51570
NPT162	Individual Protein	Heat shock protein beta-1	9606	Homo sapiens	P04792
NPT1620	Individual Protein	Signal transducer and activator of transcription 6	9606	Homo sapiens	P42226
NPT1621	Individual Protein	Calmodulin	9606	Homo sapiens	P62158
NPT1622	Individual Protein	Hexokinase	999953	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Q38C41
NPT1623	Individual Protein	DNA polymerase III	224308	Bacillus subtilis (strain 168)	P13267
NPT1626	Individual Protein	Protein E6	333760	Human papillomavirus type 16	P03126
NPT1627	Individual Protein	G-protein coupled receptor 35	9606	Homo sapiens	Q9HC97
NPT1628	Individual Protein	Thrombin	9986	Oryctolagus cuniculus	Q28731
NPT163	Individual Protein	Nuclear factor NF-kappa-B p105 subunit	9606	Homo sapiens	P19838
NPT1630	Individual Protein	CaM kinase II beta	9606	Homo sapiens	Q13554
NPT1631	Individual Protein	Solute carrier organic anion transporter family member 1A5	10116	Rattus norvegicus	O88397
NPT1632	Individual Protein	Monocarboxylate transporter 2	10116	Rattus norvegicus	Q66HS9
NPT1633	Individual Protein	Low molecular weight phosphotyrosine protein phosphatase	9913	Bos taurus	P11064
NPT1634	Individual Protein	Myeloperoxidase	9606	Homo sapiens	P05164
NPT1645	Individual Protein	D-alanine--D-alanine ligase	357544	Helicobacter pylori (strain HPAG1)	Q1CTD3
NPT1646	Individual Protein	D-alanylalanine synthetase	83333	Escherichia coli K-12	P07862
NPT1647	Individual Protein	Vasopressin V2 receptor	9606	Homo sapiens	P30518
NPT1648	Individual Protein	Oligo-1,6-glucosidase	559292	Saccharomyces cerevisiae S288c	P53051
NPT1650	Individual Protein	Tyrosine-protein kinase receptor FLT3	9606	Homo sapiens	P36888
NPT1651	Individual Protein	Nuclear factor erythroid 2-related factor 2	10090	Mus musculus	Q60795
NPT1652	Individual Protein	Serum paraoxonase/arylesterase 1	9606	Homo sapiens	P27169
NPT1654	Individual Protein	Urokinase-type plasminogen activator	9606	Homo sapiens	P00749
NPT1656	Individual Protein	Protein kinase N1	9606	Homo sapiens	Q16512
NPT1657	Individual Protein	Serine/threonine-protein kinase NEK6	9606	Homo sapiens	Q9HC98
NPT1658	Individual Protein	Serine/threonine-protein kinase NEK2	9606	Homo sapiens	P51955
NPT1659	Individual Protein	Tyrosine-protein kinase receptor UFO	9606	Homo sapiens	P30530
NPT166	Individual Protein	Acyl coenzyme A:cholesterol acyltransferase	9606	Homo sapiens	P23141
NPT1660	Individual Protein	NUAK family SNF1-like kinase 1	9606	Homo sapiens	O60285
NPT1661	Individual Protein	ALK tyrosine kinase receptor	9606	Homo sapiens	Q9UM73
NPT1662	Individual Protein	Arginase	5659	Leishmania amazonensis	O96394
NPT1663	Individual Protein	Tyrosine-protein kinase YES	9606	Homo sapiens	P07947
NPT1664	Individual Protein	Squalene synthetase	10116	Rattus norvegicus	Q02769
NPT1665	Individual Protein	Cyclooxygenase-1	9913	Bos taurus	O62664
NPT1667	Individual Protein	Liver glycogen phosphorylase	9606	Homo sapiens	P06737
NPT1670	Individual Protein	DNA-3-methyladenine glycosylase	9606	Homo sapiens	P29372
NPT1671	Individual Protein	AMP-activated protein kinase, alpha-2 subunit	9606	Homo sapiens	P54646
NPT1672	Individual Protein	CaM kinase I delta	9606	Homo sapiens	Q8IU85
NPT1673	Individual Protein	CaM kinase I gamma	9606	Homo sapiens	Q96NX5
NPT1674	Individual Protein	CaM kinase II alpha	9606	Homo sapiens	Q9UQM7
NPT1675	Individual Protein	CaM kinase II delta	9606	Homo sapiens	Q13557
NPT1676	Individual Protein	CaM kinase II gamma	9606	Homo sapiens	Q13555
NPT1677	Individual Protein	CaM kinase IV	9606	Homo sapiens	Q16566
NPT1678	Individual Protein	CaM-kinase kinase beta	9606	Homo sapiens	Q96RR4
NPT1679	Individual Protein	Cyclin-dependent kinase-like 1	9606	Homo sapiens	Q00532
NPT1680	Individual Protein	Serine/threonine-protein kinase Chk2	9606	Homo sapiens	O96017
NPT1681	Individual Protein	Dual specificty protein kinase CLK1	9606	Homo sapiens	P49759
NPT1682	Individual Protein	Dual specificity protein kinase CLK2	9606	Homo sapiens	P49760
NPT1683	Individual Protein	Dual specificity protein kinase CLK3	9606	Homo sapiens	P49761
NPT1684	Individual Protein	Casein kinase I gamma 1	9606	Homo sapiens	Q9HCP0
NPT1685	Individual Protein	Casein kinase I gamma 2	9606	Homo sapiens	P78368
NPT1686	Individual Protein	Casein kinase I isoform gamma-3	9606	Homo sapiens	Q9Y6M4
NPT1687	Individual Protein	Death-associated protein kinase 3	9606	Homo sapiens	O43293
NPT1688	Individual Protein	Myotonin-protein kinase	9606	Homo sapiens	Q09013
NPT1689	Individual Protein	Tyrosine-protein kinase JAK1	9606	Homo sapiens	P23458
NPT1690	Individual Protein	Dual specificity mitogen-activated protein kinase kinase 2	9606	Homo sapiens	P36507
NPT1691	Individual Protein	Dual specificity mitogen-activated protein kinase kinase 6	9606	Homo sapiens	P52564
NPT1692	Individual Protein	Mitogen-activated protein kinase 6	9606	Homo sapiens	Q16659
NPT1693	Individual Protein	Serine/threonine-protein kinase MST4	9606	Homo sapiens	Q9P289
NPT1694	Individual Protein	Serine/threonine-protein kinase OSR1	9606	Homo sapiens	O95747
NPT1695	Individual Protein	Serine/threonine-protein kinase PAK 4	9606	Homo sapiens	O96013
NPT1696	Individual Protein	Serine/threonine-protein kinase PAK7	9606	Homo sapiens	Q9P286
NPT1697	Individual Protein	Serine/threonine-protein kinase PAK6	9606	Homo sapiens	Q9NQU5
NPT1698	Individual Protein	Serine/threonine-protein kinase PCTAIRE-1	9606	Homo sapiens	Q00536
NPT1699	Individual Protein	3-phosphoinositide dependent protein kinase-1	9606	Homo sapiens	O15530
NPT1700	Individual Protein	Serine/threonine-protein kinase PIM2	9606	Homo sapiens	Q9P1W9
NPT1701	Individual Protein	Serine/threonine-protein kinase PIM3	9606	Homo sapiens	Q86V86
NPT1702	Individual Protein	Serine/threonine-protein kinase PLK4	9606	Homo sapiens	O00444
NPT1703	Individual Protein	cAMP-dependent protein kinase alpha-catalytic subunit	9606	Homo sapiens	P17612
NPT1704	Individual Protein	Serine/threonine-protein kinase RIO2	9606	Homo sapiens	Q9BVS4
NPT1705	Individual Protein	Ribosomal protein S6 kinase alpha 3	9606	Homo sapiens	P51812
NPT1706	Individual Protein	Serine/threonine-protein kinase 2	9606	Homo sapiens	Q9H2G2
NPT1707	Individual Protein	Serine/threonine-protein kinase 10	9606	Homo sapiens	O94804
NPT1708	Individual Protein	Serine/threonine-protein kinase 16	9606	Homo sapiens	O75716
NPT1709	Individual Protein	Serine/threonine-protein kinase 17A	9606	Homo sapiens	Q9UEE5
NPT1710	Individual Protein	Serine/threonine-protein kinase 38	9606	Homo sapiens	Q15208
NPT1711	Individual Protein	Serine/threonine-protein kinase MST1	9606	Homo sapiens	Q13043
NPT1712	Individual Protein	TRAF2- and NCK-interacting kinase	9606	Homo sapiens	Q9UKE5
NPT1713	Individual Protein	PDZ-binding kinase	9606	Homo sapiens	Q96KB5
NPT1715	Individual Protein	Serine/threonine-protein kinase VRK2	9606	Homo sapiens	Q86Y07
NPT1717	Individual Protein	Serine/threonine-protein kinase 25	9606	Homo sapiens	O00506
NPT1720	Individual Protein	Plasminogen	9606	Homo sapiens	P00747
NPT1721	Individual Protein	Death-associated protein kinase 1	9606	Homo sapiens	P53355
NPT1722	Individual Protein	Choline acetylase	10116	Rattus norvegicus	P32738
NPT1725	Individual Protein	Voltage-gated T-type calcium channel alpha-1I subunit	9606	Homo sapiens	Q9P0X4
NPT1727	Individual Protein	Acrosin	9606	Homo sapiens	P10323
NPT1728	Individual Protein	Galectin-1	9606	Homo sapiens	P09382
NPT1729	Individual Protein	Galectin-3	9606	Homo sapiens	P17931
NPT1731	Individual Protein	Steryl-sulfatase	9606	Homo sapiens	P08842
NPT1733	Individual Protein	Solute carrier organic anion transporter family member 1A2	9606	Homo sapiens	P46721
NPT1736	Individual Protein	ATP-binding cassette sub-family C member 11	9606	Homo sapiens	Q96J66
NPT1739	Individual Protein	Canalicular multispecific organic anion transporter 2	10116	Rattus norvegicus	O88563
NPT1740	Individual Protein	Putative organic anion transporter 5	10090	Mus musculus	Q6A4K9
NPT1742	Individual Protein	Solute carrier organic anion transporter family member 1B2	10116	Rattus norvegicus	Q9QZX8
NPT1744	Individual Protein	Solute carrier organic anion transporter family member 1C1	10090	Mus musculus	Q9ERB5
NPT1746	Individual Protein	LXR-beta	9606	Homo sapiens	P55055
NPT1747	Individual Protein	Adenylate cyclase type V	10116	Rattus norvegicus	Q04400
NPT1751	Individual Protein	Adenosylhomocysteinase	10090	Mus musculus	P50247
NPT1754	Individual Protein	Adenosine deaminase	9913	Bos taurus	P56658
NPT1755	Individual Protein	Thymidine kinase, cytosolic	9606	Homo sapiens	P04183
NPT1758	Individual Protein	Hepatitis C virus NS5B RNA-dependent RNA polymerase	11103	Hepatitis C virus	Q8JXU8
NPT1760	Individual Protein	Adenosine A3 receptor	10116	Rattus norvegicus	P28647
NPT1763	Individual Protein	Thymidine kinase	10325	Macacine herpesvirus 1	A3RLP8
NPT1770	Individual Protein	Alcohol dehydrogenase alpha chain	9606	Homo sapiens	P07327
NPT1771	Individual Protein	Glutamate dehydrogenase	9913	Bos taurus	P00366
NPT1772	Individual Protein	Gag-Pol polyprotein	11678	Human immunodeficiency virus type 1 group M subtype B (isolate BH10)(HIV-1)	P03366
NPT1775	Individual Protein	Cytochrome P450 2B1	10116	Rattus norvegicus	P00176
NPT1778	Individual Protein	Serotonin 2a (5-HT2a) receptor	10116	Rattus norvegicus	P14842
NPT1779	Individual Protein	Serotonin 2b (5-HT2b) receptor	10116	Rattus norvegicus	P30994
NPT178	Individual Protein	Protein-tyrosine phosphatase 1B	9606	Homo sapiens	P18031
NPT1781	Individual Protein	Rhodopsin	9913	Bos taurus	P02699
NPT1784	Individual Protein	Serotonin 5a (5-HT5a) receptor	9606	Homo sapiens	P47898
NPT1785	Individual Protein	Serotonin 7 (5-HT7) receptor	9606	Homo sapiens	P34969
NPT1788	Individual Protein	Alpha-1a adrenergic receptor	9606	Homo sapiens	P35348
NPT1789	Individual Protein	Alpha-1b adrenergic receptor	9606	Homo sapiens	P35368
NPT1790	Individual Protein	Dopamine transporter	9913	Bos taurus	P27922
NPT1791	Individual Protein	Nischarin	9606	Homo sapiens	Q9Y2I1
NPT1792	Individual Protein	Tubulin beta-6 chain	3702	Arabidopsis thaliana	P29514
NPT1793	Individual Protein	Putative cytochrome P450 125	1773	Mycobacterium tuberculosis	P9WPP1
NPT1794	Individual Protein	LXR-alpha	9606	Homo sapiens	Q13133
NPT1797	Individual Protein	Alpha trans-inducing protein (VP16)	10299	Herpes simplex virus (type 1 / strain 17)	P06492
NPT1798	Individual Protein	Photoreceptor-specific nuclear receptor	9606	Homo sapiens	Q9Y5X4
NPT1811	Individual Protein	Dopamine D5 receptor	9606	Homo sapiens	P21918
NPT1814	Individual Protein	Glucagon receptor	9606	Homo sapiens	P47871
NPT1817	Individual Protein	Aryl sulfotransferase	10116	Rattus norvegicus	P17988
NPT1818	Individual Protein	Proline racemase	1511	Clostridium sticklandii	Q9L4Q3
NPT182	Individual Protein	Protein kinase C alpha	9606	Homo sapiens	P17252
NPT1821	Individual Protein	Sortase	1280	Staphylococcus aureus	Q9S446
NPT183	Individual Protein	Arachidonate 5-lipoxygenase	10116	Rattus norvegicus	P12527
NPT1834	Individual Protein	CREB-binding protein	9606	Homo sapiens	Q92793
NPT1835	Individual Protein	AMP-activated protein kinase, alpha-2 subunit	10116	Rattus norvegicus	Q09137
NPT1836	Individual Protein	Egl nine homolog 3	9606	Homo sapiens	Q9H6Z9
NPT1841	Individual Protein	Transient receptor potential cation channel subfamily M member 8	10116	Rattus norvegicus	Q8R455
NPT1849	Individual Protein	Sialidase 3	9606	Homo sapiens	Q9UQ49
NPT1852	Individual Protein	Rac GTPase-activating protein 1	9606	Homo sapiens	Q9H0H5
NPT1853	Individual Protein	Putative uncharacterized protein	999953	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Q57TT1
NPT1854	Individual Protein	Phosphoglycerate kinase	999953	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Q4GZG4
NPT1856	Individual Protein	Ornithine decarboxylase	10090	Mus musculus	P00860
NPT1857	Individual Protein	Dopamine D1 receptor	10116	Rattus norvegicus	P18901
NPT1858	Individual Protein	Dopamine D2 receptor	10116	Rattus norvegicus	P61169
NPT1861	Individual Protein	Mitochondrial import inner membrane translocase subunit TIM10	559292	Saccharomyces cerevisiae S288c	P87108
NPT1862	Individual Protein	Soluble acetylcholine receptor	6500	Aplysia californica	Q8WSF8
NPT1869	Individual Protein	Catenin beta-1	9606	Homo sapiens	P35222
NPT1870	Individual Protein	Receptor-type tyrosine-protein phosphatase F (LAR)	9606	Homo sapiens	P10586
NPT1871	Individual Protein	Solute carrier family 22 member 16	9606	Homo sapiens	Q86VW1
NPT1874	Individual Protein	Vitamin D-binding protein	10116	Rattus norvegicus	P04276
NPT1875	Individual Protein	Vitamin D receptor	10090	Mus musculus	P48281
NPT1876	Individual Protein	Vitamin D receptor	9913	Bos taurus	Q28037
NPT1877	Individual Protein	Vitamin D receptor	10116	Rattus norvegicus	P13053
NPT1878	Individual Protein	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial	10090	Mus musculus	O35084
NPT1879	Individual Protein	Deoxyhypusine synthase	10116	Rattus norvegicus	Q6AY53
NPT1882	Individual Protein	S-adenosylmethionine decarboxylase 1	10090	Mus musculus	P0DMN7
NPT1885	Individual Protein	Transient receptor potential cation channel subfamily M member 8	10090	Mus musculus	Q8R4D5
NPT1890	Individual Protein	Serine/threonine-protein kinase/endoribonuclease IRE1	9606	Homo sapiens	O75460
NPT1894	Individual Protein	Sonic hedgehog protein	10090	Mus musculus	Q62226
NPT1895	Individual Protein	Smoothened homolog	10090	Mus musculus	P56726
NPT1896	Individual Protein	Zinc finger protein GLI1	9606	Homo sapiens	P08151
NPT1898	Individual Protein	Sonic hedgehog protein	9606	Homo sapiens	Q15465
NPT198	Individual Protein	Vitamin D receptor	9606	Homo sapiens	P11473
NPT199	Individual Protein	DNA polymerase kappa	9606	Homo sapiens	Q9UBT6
NPT200	Individual Protein	SARS coronavirus 3C-like proteinase	227859	SARS coronavirus	P0C6U8
NPT201	Individual Protein	Papain	3649	Carica papaya	P00784
NPT202	Individual Protein	Protease	11676	Human immunodeficiency virus 1	Q9YQ12
NPT203	Individual Protein	Carboxylesterase 2	9606	Homo sapiens	O00748
NPT204	Individual Protein	Acetylcholinesterase	9606	Homo sapiens	P22303
NPT205	Individual Protein	Protein-tyrosine phosphatase 1C	9606	Homo sapiens	P29350
NPT206	Individual Protein	Protein-tyrosine phosphatase 2C	9606	Homo sapiens	Q06124
NPT208	Individual Protein	Cytochrome P450 1A2	9606	Homo sapiens	P05177
NPT210	Individual Protein	Thyroid stimulating hormone receptor	9606	Homo sapiens	P16473
NPT211	Individual Protein	Hypoxia-inducible factor 1 alpha	9606	Homo sapiens	Q16665
NPT212	Individual Protein	Cytochrome P450 2C9	9606	Homo sapiens	P11712
NPT213	Individual Protein	Cytochrome P450 2C19	9606	Homo sapiens	P33261
NPT214	Individual Protein	Cathepsin B	9606	Homo sapiens	P07858
NPT215	Individual Protein	Cathepsin B	10090	Mus musculus	P10605
NPT216	Individual Protein	Adenosine A1 receptor	9606	Homo sapiens	P30542
NPT217	Individual Protein	Adenosine A2a receptor	9606	Homo sapiens	P29274
NPT218	Individual Protein	Adenosine A3 receptor	9606	Homo sapiens	P0DMS8
NPT219	Individual Protein	Alpha-1a adrenergic receptor	10116	Rattus norvegicus	P43140
NPT220	Individual Protein	Alpha-1b adrenergic receptor	10116	Rattus norvegicus	P15823
NPT221	Individual Protein	Alpha-1d adrenergic receptor	9606	Homo sapiens	P25100
NPT2213	Individual Protein	Cyclin-dependent kinase 4	9606	Homo sapiens	P11802
NPT2214	Individual Protein	Cytochrome P450 11A1	9913	Bos taurus	P00189
NPT2215	Individual Protein	DNA polymerase alpha subunit	9606	Homo sapiens	P09884
NPT2216	Individual Protein	DNA polymerase beta	10116	Rattus norvegicus	P06766
NPT2217	Individual Protein	Cytochrome P450 51	9606	Homo sapiens	Q16850
NPT222	Individual Protein	Alpha-2a adrenergic receptor	9606	Homo sapiens	P08913
NPT2222	Individual Protein	Niemann-Pick C1-like protein 1	9606	Homo sapiens	Q9UHC9
NPT2223	Individual Protein	Mobilization protein A	562	Escherichia coli	P07112
NPT2226	Individual Protein	Peptidyl-glycine alpha-amidating monooxygenase	10116	Rattus norvegicus	P14925
NPT2228	Individual Protein	Neuraminidase	88776	Influenza A virus (strain A/Brevig Mission/1/1918 H1N1) (Influenza Avirus (strain A/South Carolina/1/1918 H1N1))	Q9IGQ6
NPT223	Individual Protein	Alpha-2b adrenergic receptor	9606	Homo sapiens	P18089
NPT2230	Individual Protein	Thiopurine S-methyltransferase	9606	Homo sapiens	P51580
NPT224	Individual Protein	Alpha-2c adrenergic receptor	9606	Homo sapiens	P18825
NPT2243	Individual Protein	Carbonic anhydrase	13489	Dicentrarchus labrax	Q2PCB5
NPT2249	Individual Protein	Histidine-rich protein	5833	Plasmodium falciparum	P05227
NPT225	Individual Protein	Beta-1 adrenergic receptor	9606	Homo sapiens	P08588
NPT226	Individual Protein	Beta-2 adrenergic receptor	9606	Homo sapiens	P07550
NPT2265	Individual Protein	Caspase-9	9606	Homo sapiens	P55211
NPT2266	Individual Protein	Fructose-1,6-bisphosphatase	9606	Homo sapiens	P09467
NPT2267	Individual Protein	Histidine triad nucleotide-binding protein 1	10090	Mus musculus	P70349
NPT227	Individual Protein	Beta-3 adrenergic receptor	9606	Homo sapiens	P13945
NPT228	Individual Protein	Norepinephrine transporter	9606	Homo sapiens	P23975
NPT229	Individual Protein	Angiotensin II type 2 (AT-2) receptor	9606	Homo sapiens	P50052
NPT230	Individual Protein	Bradykinin B2 receptor	9606	Homo sapiens	P30411
NPT232	Individual Protein	Cannabinoid CB1 receptor	9606	Homo sapiens	P21554
NPT233	Individual Protein	Carbonic anhydrase II	9606	Homo sapiens	P00918
NPT234	Individual Protein	C-C chemokine receptor type 2	9606	Homo sapiens	P41597
NPT235	Individual Protein	C-C chemokine receptor type 4	9606	Homo sapiens	P51679
NPT236	Individual Protein	C-C chemokine receptor type 5	9606	Homo sapiens	P51681
NPT237	Individual Protein	Interleukin-8 receptor A	9606	Homo sapiens	P25024
NPT239	Individual Protein	Cholecystokinin A receptor	9606	Homo sapiens	P32238
NPT240	Individual Protein	Cytochrome P450 2A6	9606	Homo sapiens	P11509
NPT241	Individual Protein	Cytochrome P450 2E1	9606	Homo sapiens	P05181
NPT242	Individual Protein	Dopamine D1 receptor	9606	Homo sapiens	P21728
NPT243	Individual Protein	Dopamine D2 receptor	9606	Homo sapiens	P14416
NPT244	Individual Protein	Dopamine D3 receptor	9606	Homo sapiens	P35462
NPT245	Individual Protein	Dopamine D4 receptor	9606	Homo sapiens	P21917
NPT246	Individual Protein	Dopamine transporter	9606	Homo sapiens	Q01959
NPT247	Individual Protein	Endothelin receptor ET-A	9606	Homo sapiens	P25101
NPT248	Individual Protein	Estrogen receptor beta	9606	Homo sapiens	Q92731
NPT249	Individual Protein	Glucocorticoid receptor	9606	Homo sapiens	P04150
